lat,lon,index
1.32243258,103.6327252,161
1.32674771,103.6325078,162
1.32937296,103.6319633,163
1.2699320484999999,103.63355585,164
1.2713376935,103.633413,165
1.272967287,103.6333888,166
1.274729648,103.63361395,167
1.27641383,103.63350969999999,168
1.277869785,103.6336229,169
1.2788530415000001,103.6336025,170
1.28816407,103.6334366,171
1.28970455,103.6337886,172
1.291372256,103.6338696,173
1.293465339,103.633221,174
1.309206082,103.6338153,175
1.316471563,103.6339093,176
1.3175927725,103.63342499999999,177
1.323035514,103.6332311,178
1.3308649965,103.6342355,179
1.3317156195,103.63396695,180
1.270878164,103.6350377,181
1.2717950225,103.63495545,182
1.273383211,103.6348473,183
1.275083623,103.6353805,184
1.276984023,103.63513745,185
1.278589105,103.63515205,186
1.2877209625,103.63501245,187
1.292637922,103.6348291,188
1.294053403,103.63515625,189
1.307543583,103.6355875,190
1.3160224045,103.63459399999999,191
1.3175252094999998,103.63511615,192
1.3189847575,103.63563655,193
1.321010021,103.6354795,194
1.321888473,103.6350746,195
1.322852246,103.635097,196
1.325111624,103.6352342,197
1.328273526,103.6352748,198
1.330155587,103.6352776,199
1.3315368575000002,103.6348131,200
1.332904579,103.6352517,201
1.3341105610000001,103.63535200000001,202
1.341514114,103.6351707,203
1.347293201,103.6354481,204
1.270677115,103.6361448,205
1.2742617360000001,103.63644865,206
1.2762595745,103.63679145,207
1.28533139,103.6359435,208
1.287466629,103.6360589,209
1.2902085470000002,103.6362984,210
1.291559001,103.63645969999999,211
1.293985554,103.6364481,212
1.295856804,103.6360745,213
1.29752702,103.6361075,214
1.301090575,103.6362292,215
1.316234178,103.6360348,216
1.3183037839999998,103.63627165,217
1.3196747370000002,103.63661815,218
1.321438649,103.6366938,219
1.3229336790000001,103.63652115,220
1.324049236,103.6367609,221
1.3260961975,103.63620230000001,222
1.328332019,103.6362108,223
1.332053895,103.63630309999999,224
1.3337880384999998,103.63633490000001,225
1.335115614,103.6364294,226
1.336827435,103.6364466,227
1.337842224,103.6368409,228
1.340882425,103.6369914,229
1.273123939,103.6372011,230
1.275437633,103.6370082,231
1.277594069,103.6379648,232
1.284896352,103.6370551,233
1.293342835,103.6376222,234
1.298117056,103.6382367,235
1.3187772574999999,103.6376529,236
1.320011945,103.63823335000001,237
1.322123049,103.63746474999999,238
1.3235394975,103.63785965,239
1.3250897665,103.6375066,240
1.326721946,103.63759529999999,241
1.3279179970000001,103.63795635,242
1.330244022,103.6376287,243
1.331885374,103.6381719,244
1.3329446055,103.63756649999999,245
1.3343292835,103.6376448,246
1.3361864685,103.63769835,247
1.3372593295000001,103.6382993,248
1.3392989455,103.63766555000001,249
1.3404818775,103.63780665,250
1.2714209964999998,103.63856100000001,251
1.2741070595,103.63861065,252
1.279644021,103.6392095,253
1.29267089,103.6396181,254
1.29585557,103.6397242,255
1.318729932,103.6394431,256
1.3193929734999998,103.6392312,257
1.320932266,103.6394773,258
1.322119634,103.6389228,259
1.3241013855000001,103.63905679999999,260
1.32559652,103.63890505,261
1.327361163,103.63926810000001,262
1.3285626659999998,103.6390782,263
1.329989089,103.6396141,264
1.3322541535,103.6392718,265
1.3334617715000001,103.63900365,266
1.3351709735,103.6390891,267
1.336774598,103.63911015,268
1.3377388369999998,103.63874235,269
1.340060955,103.6387659,270
1.341573351,103.6393576,271
1.344935664,103.6396965,272
1.279819674,103.640164,273
1.291075193,103.6411518,274
1.298961317,103.6399393,275
1.299451989,103.640812,276
1.314625207,103.6400715,277
1.317749617,103.6403192,278
1.3188242575000002,103.6400921,279
1.3201844280000001,103.64050655,280
1.321993989,103.6403334,281
1.323473875,103.6406166,282
1.325102401,103.6410127,283
1.326676194,103.6406051,284
1.3279206975,103.6403741,285
1.330059572,103.6406269,286
1.331036483,103.6406027,287
1.333643121,103.640275,288
1.3359636955,103.6402154,289
1.297280171,103.6413905,290
1.3167161195000001,103.64217595,291
1.3178701055,103.64132615,292
1.31971961,103.64192695,293
1.3209325055,103.64149465,294
1.322749564,103.6417442,295
1.324111821,103.6420311,296
1.3261678405000001,103.6417512,297
1.3272108025,103.6414554,298
1.3293252235000002,103.64164965,299
1.3304997785000001,103.6420852,300
1.3319639345,103.64188684999999,301
1.3331394665,103.6422446,302
1.334534476,103.6413555,303
1.293109868,103.6435517,304
1.2940903245,103.64348205,305
1.295170811,103.6436294,306
1.313806192,103.6427198,307
1.314958589,103.6434281,308
1.317961297,103.6429169,309
1.320550302,103.6425905,310
1.3221325555,103.6429146,311
1.3237278259999998,103.64322609999999,312
1.3248340564999999,103.64351350000001,313
1.327303328,103.6435163,314
1.328450922,103.6431133,315
1.3297552695,103.64318295,316
1.3314674505,103.64321530000001,317
1.3328436745,103.6431743,318
1.3341350185,103.64333955000001,319
1.336246535,103.6428076,320
1.292256618,103.6442225,321
1.314112367,103.6442478,322
1.316418139,103.64480515,323
1.318196158,103.6453151,324
1.3194547115,103.64480710000001,325
1.3212157875,103.6445865,326
1.323449431,103.6444609,327
1.324857068,103.6440635,328
1.325585339,103.6451367,329
1.327211506,103.64445035,330
1.32905089,103.644508,331
1.330513384,103.6442687,332
1.3322760059999998,103.64438435,333
1.333803381,103.644673,334
1.3351534919999999,103.64454795,335
1.336351814,103.6448638,336
1.338746691,103.6442271,337
1.341451141,103.6451732,338
1.3143063824999999,103.64571665,339
1.3158352254999999,103.6463191,340
1.317201187,103.6459437,341
1.3187996155000001,103.6461117,342
1.3203159505,103.6458739,343
1.3217223530000002,103.6461971,344
1.322928723,103.6458146,345
1.3249836365,103.64618150000001,346
1.326490755,103.64597745,347
1.328079111,103.64593415,348
1.329724577,103.645898,349
1.3314412425,103.64595305,350
1.3327256945000001,103.64592395,351
1.3341279165,103.6459081,352
1.3357800764999999,103.6454876,353
1.28957035,103.6468928,354
1.316664708,103.6470688,355
1.318170293,103.64705144999999,356
1.3196773375,103.64705655,357
1.321024336,103.6472448,358
1.322179602,103.6469371,359
1.32407071,103.647095,360
1.3260407294999998,103.64735525,361
1.3273148615,103.6471427,362
1.3288731225000001,103.64703965,363
1.3300708024999999,103.64709425,364
1.331796159,103.6475403,365
1.333579389,103.6471428,366
1.335065878,103.6464596,367
1.336364011,103.6470362,368
1.306826001,103.6479849,369
1.3095491445,103.6484943,370
1.3176740285,103.64852845,371
1.319116218,103.6484827,372
1.320451772,103.64844365,373
1.3233521920000002,103.64831244999999,374
1.3251493085,103.6485555,375
1.3266172515,103.64865225,376
1.3282520485,103.6484581,377
1.3299422115000001,103.6487528,378
1.3309644235000002,103.64881005,379
1.3326423685,103.64839895,380
1.335216639,103.6488891,381
1.310144063,103.6503231,382
1.311413464,103.6505344,383
1.3180097320000002,103.64989209999999,384
1.3193653319999998,103.64992194999999,385
1.321513835,103.6494923,386
1.322161874,103.6502266,387
1.3244915085,103.64970919999999,388
1.325915209,103.6498248,389
1.32762148,103.64984275,390
1.3289525975,103.64988410000001,391
1.3308937529999998,103.64957795000001,392
1.3318666019999998,103.6494887,393
1.3333369130000001,103.64975305,394
1.30690707,103.650898,395
1.3079249375,103.65138635,396
1.312395393,103.65114220000001,397
1.313623654,103.6513631,398
1.316358273,103.6516959,399
1.316734858,103.6512767,400
1.3187796105,103.6510262,401
1.320705856,103.65123335,402
1.3220890785,103.65161069999999,403
1.323095599,103.65149,404
1.32549202,103.6513284,405
1.3266942309999998,103.65122984999999,406
1.3283210935,103.6513518,407
1.329916876,103.6511356,408
1.330842963,103.6512155,409
1.332567707,103.65140345,410
1.334047234,103.6506937,411
1.308913532,103.6518264,412
1.309781726,103.65256160000001,413
1.313299244,103.6526722,414
1.3148380675,103.65284410000001,415
1.316531836,103.65257249999999,416
1.319595578,103.65243925,417
1.3211124485,103.653008,418
1.3223681425,103.6525991,419
1.3244359815,103.65238995,420
1.3257718685,103.6528864,421
1.327278051,103.6527885,422
1.3289965395,103.6526736,423
1.330703564,103.6531803,424
1.3318329979999999,103.65237690000001,425
1.3044177815,103.6540782,426
1.310849026,103.6539513,427
1.312622185,103.65385875000001,428
1.314377362,103.6540131,429
1.315506428,103.65394245,430
1.317931372,103.6536241,431
1.3189732855,103.654244,432
1.3205037425000001,103.65365410000001,433
1.322192813,103.65376275,434
1.323601497,103.65374825,435
1.325290959,103.6540908,436
1.3269246375,103.65372925,437
1.3280688280000001,103.65381945,438
1.330147057,103.6539174,439
1.300553465,103.6557494,440
1.3039350390000002,103.65566344999999,441
1.30494255,103.6548465,442
1.306466622,103.6552377,443
1.312544669,103.6557371,444
1.3134887085,103.65584945,445
1.3145532495,103.65497984999999,446
1.3179024369999999,103.65521865,447
1.31999738,103.65535009999999,448
1.321228342,103.6554239,449
1.3225631115,103.6554524,450
1.3243900095,103.6554311,451
1.3259374780000002,103.65522835,452
1.3272883915,103.65545015000001,453
1.3289657955,103.65507155,454
1.3020235345,103.6573577,455
1.3031433285,103.6567287,456
1.3050756584999998,103.6565825,457
1.306310158,103.65689895,458
1.307626482,103.6561099,459
1.312661462,103.65660754999999,460
1.313505441,103.6561522,461
1.318032902,103.6568218,462
1.320553238,103.65665275,463
1.3216217155,103.65689355,464
1.3234458675,103.65672190000001,465
1.325087648,103.6563157,466
1.326365309,103.6566891,467
1.328355873,103.6565169,468
1.3013474729999999,103.6580245,469
1.303914037,103.6586418,470
1.305437249,103.6575631,471
1.306829722,103.65822605,472
1.3086207175000002,103.65798765,473
1.310851145,103.6574458,474
1.311326788,103.6578529,475
1.313466583,103.6585115,476
1.314458886,103.6575995,477
1.3196034,103.65825799999999,478
1.3210404875,103.65804879999999,479
1.3227430560000002,103.65789045,480
1.324223435,103.65771575,481
1.2996598965000001,103.65962025,482
1.3032719204999998,103.6593249,483
1.305448249,103.6594901,484
1.3061383215,103.6589953,485
1.307679949,103.6592218,486
1.309341613,103.6591853,487
1.311686448,103.6597694,488
1.3140671595,103.6598529,489
1.319410691,103.6594406,490
1.3203766680000002,103.65940265,491
1.321846815,103.65938080000001,492
1.322963879,103.6593626,493
1.325233291,103.65932435,494
1.2544886775,103.66056885,495
1.300752745,103.6600648,496
1.302237181,103.6599761,497
1.30355128,103.6611539,498
1.306060659,103.6605813,499
1.306986873,103.6603778,500
1.310444845,103.6613663,501
1.312317041,103.6608698,502
1.3135140645,103.6608397,503
1.314963329,103.6606699,504
1.3160919275,103.660731,505
1.318615036,103.6608014,506
1.319772241,103.6607738,507
1.321126657,103.66058914999999,508
1.3226395335,103.66131065,509
1.270403223,103.6626451,510
1.271430068,103.6619711,511
1.301630228,103.662902,512
1.303175865,103.6621146,513
1.304848604,103.6617439,514
1.307440216,103.662354,515
1.3096789625,103.6619153,516
1.3112302125,103.6624502,517
1.3126105665,103.6617581,518
1.3143632175,103.6622388,519
1.3154927585,103.66204235000001,520
1.31727924,103.6619392,521
1.318525251,103.6622783,522
1.3233067705,103.66150605,523
1.27275029,103.6632606,524
1.2949620215,103.66373085000001,525
1.301010867,103.66378975,526
1.3021996114999999,103.66316945,527
1.304886675,103.6632802,528
1.307183042,103.6642463,529
1.309148346,103.6638523,530
1.3103816855,103.66355575,531
1.3117862855,103.66326805,532
1.3134385905000001,103.66338385,533
1.3148919115,103.66350845,534
1.316601743,103.6632902,535
1.318261313,103.66353115,536
1.261667125,103.6652693,537
1.2989049365,103.66514535,538
1.3004172404999998,103.6652062,539
1.3016155575,103.6648997,540
1.303444917,103.6651139,541
1.305103405,103.6653196,542
1.308253554,103.6647723,543
1.310222958,103.6645097,544
1.3112087775,103.6648196,545
1.3127163325,103.66442864999999,546
1.3143046415000001,103.66483735,547
1.315301947,103.66448075,548
1.317079099,103.6645671,549
1.318538489,103.6645649,550
1.320811797,103.6643923,551
1.253758697,103.6655856,552
1.272923057,103.666754,553
1.277545378,103.6667386,554
1.296015322,103.66633425,555
1.2979059655,103.66606795,556
1.29892595,103.6659792,557
1.302358066,103.6660755,558
1.303733041,103.6664569,559
1.3075661245,103.66602605,560
1.3087464130000002,103.6656524,561
1.3102516419999999,103.66583994999999,562
1.311873613,103.66608055,563
1.313692738,103.6659152,564
1.3151733125,103.6657467,565
1.3167546730000002,103.666214,566
1.3182095105,103.66607955,567
1.3191562024999999,103.66602115,568
1.322579368,103.6661333,569
1.3242778875,103.66607765,570
1.325461166,103.6667639,571
1.2951835185,103.66697145,572
1.2971290595,103.66703455,573
1.300733423,103.6679025,574
1.302083232,103.6672553,575
1.30321452,103.6668575,576
1.306844312,103.6671033,577
1.30774058,103.6669137,578
1.309260517,103.66716515,579
1.311087981,103.66747459999999,580
1.3142782355,103.66755615,581
1.315879225,103.66742690000001,582
1.3172656135,103.6675917,583
1.318921316,103.6676109,584
1.320717019,103.667525,585
1.3235631585,103.6675046,586
1.324850559,103.6676855,587
1.3268350365,103.66751395,588
1.262053487,103.6688033,589
1.266197408,103.6682859,590
1.292759113,103.6688766,591
1.2961958095,103.66893765,592
1.2974761375,103.66847899999999,593
1.29979769,103.6688855,594
1.303920905,103.6680458,595
1.310983968,103.6692826,596
1.313985528,103.6688433,597
1.314879875,103.66874705000001,598
1.3165671959999998,103.6686778,599
1.3179804895,103.66874945,600
1.3192773645,103.66859615,601
1.321165912,103.6683952,602
1.3231245980000002,103.66888105000001,603
1.324543759,103.6689389,604
1.3258092085,103.66893505,605
1.327323864,103.66878605,606
1.332736516,103.6690881,607
1.236338449,103.670849,608
1.259190655,103.6698862,609
1.277620055,103.6698032,610
1.297453328,103.67001450000001,611
1.298226471,103.6704051,612
1.307207684,103.6699672,613
1.309355237,103.6693977,614
1.311219348,103.6703807,615
1.31248543,103.6698496,616
1.3142522955,103.6698572,617
1.3158873070000001,103.66974275,618
1.31763779,103.6699531,619
1.3188112505,103.67017,620
1.323084106,103.670527,621
1.324792,103.6703961,622
1.326331481,103.67033475,623
1.3282291525,103.67017325,624
1.223058115,103.6722466,625
1.269607114,103.6707395,626
1.307002821,103.671858,627
1.307946832,103.6711913,628
1.313296148,103.67112,629
1.314986021,103.67170555,630
1.3165297495,103.67148865,631
1.318078468,103.6715588,632
1.319162812,103.6714484,633
1.3209807265,103.67146034999999,634
1.3241410255,103.67136400000001,635
1.3257990485,103.6714447,636
1.32735637,103.67135999999999,637
1.329019637,103.67140465,638
1.333854794,103.6713488,639
1.304382634,103.6733298,640
1.306466207,103.6731272,641
1.3079237414999998,103.672661,642
1.3109654215,103.67264955,643
1.313059435,103.6724739,644
1.313979987,103.67288289999999,645
1.315879435,103.67289225,646
1.317373,103.67282900000001,647
1.3187588745,103.6728157,648
1.32101979,103.6731521,649
1.323486999,103.67298439999999,650
1.3249511219999999,103.67302155,651
1.326688358,103.67301165,652
1.3283618275,103.6729424,653
1.32961211,103.6728734,654
1.33666663,103.6725454,655
1.224865774,103.6739377,656
1.254135149,103.6740546,657
1.2608189959999998,103.6747204,658
1.2617037965,103.67465795000001,659
1.265019656,103.6746359,660
1.271829124,103.6740998,661
1.274512213,103.6743168,662
1.283479587,103.6745603,663
1.3044622645000001,103.67394619999999,664
1.30530216,103.6738794,665
1.3084589905000001,103.67439569999999,666
1.30972389,103.674076,667
1.313036543,103.6743911,668
1.314562713,103.6740041,669
1.3163445784999999,103.67425055,670
1.3181904435,103.67379645,671
1.3194094760000001,103.6742247,672
1.321495831,103.6747219,673
1.323500732,103.6745086,674
1.324321739,103.67403285,675
1.3259780970000001,103.67443275,676
1.3275213584999999,103.6740052,677
1.328980563,103.67419575,678
1.343131299,103.6746987,679
1.247228034,103.6757049,680
1.248248514,103.6758789,681
1.2613336075000001,103.67495255,682
1.263518695,103.6759796,683
1.275442284,103.6759806,684
1.281670855,103.6756206,685
1.304812853,103.6750901,686
1.3058473314999999,103.6754431,687
1.3079788165,103.67515235,688
1.30882253,103.67513995,689
1.311339544,103.6756801,690
1.31406962,103.6762246,691
1.3159229705,103.6754187,692
1.316963707,103.67587470000001,693
1.318820195,103.67555195,694
1.320385641,103.6758021,695
1.3234989085,103.6757428,696
1.3251563640000001,103.67563279999999,697
1.326752204,103.6756828,698
1.3284839769999999,103.6754876,699
1.329638541,103.67527580000001,700
1.267662356,103.6769615,701
1.276467697,103.6770036,702
1.302666637,103.6772662,703
1.3042050375,103.67733665,704
1.3055913719999999,103.67674790000001,705
1.30708508,103.67667955,706
1.3084882215,103.67680625,707
1.310529135,103.6774797,708
1.311514227,103.67739085,709
1.3162428400000001,103.67679645000001,710
1.3180646244999998,103.6766771,711
1.319689863,103.67720215,712
1.3211577975000002,103.67686975000001,713
1.324652923,103.6769647,714
1.3258274605,103.67690265,715
1.327088162,103.6766849,716
1.3289699700000002,103.67685655,717
1.329949229,103.676826,718
1.331946341,103.6767913,719
1.248483095,103.6776604,720
1.255893763,103.6783891,721
1.26544554,103.6784596,722
1.281586375,103.678615,723
1.298129147,103.6777787,724
1.301764103,103.6782914,725
1.3037248895,103.6785613,726
1.3046979265,103.67838259999999,727
1.3060245099999999,103.67798905000001,728
1.31801906,103.6782536,729
1.319700433,103.678646,730
1.321876364,103.6782666,731
1.323231062,103.677655,732
1.3253565704999999,103.67793,733
1.3282486045,103.6784821,734
1.329693568,103.67773,735
1.332593503,103.6789532,736
1.344539803,103.6783912,737
1.345300505,103.6786257,738
1.350543749,103.6785705,739
1.351752965,103.6790093,740
1.232291016,103.6793069,741
1.258554913,103.678928,742
1.281062351,103.6800799,743
1.28211671,103.6792444,744
1.3026433495,103.678888,745
1.303874708,103.68030525,746
1.305489615,103.6801773,747
1.311026516,103.6792131,748
1.3119323005,103.67953994999999,749
1.313348703,103.6797592,750
1.3148570904999999,103.67980295000001,751
1.316112318,103.679689,752
1.3177143425,103.67997615,753
1.325417712,103.6798521,754
1.328551716,103.6800753,755
1.343119263,103.6796903,756
1.346176197,103.6796903,757
1.347130444,103.6800338,758
1.350866997,103.6802345,759
1.25610853,103.6808092,760
1.27012661,103.6807843,761
1.307933434,103.6806535,762
1.309881951,103.6809148,763
1.3110161195,103.68057680000001,764
1.312609984,103.68037530000001,765
1.314371857,103.6805128,766
1.3156725165,103.6806193,767
1.318834233,103.681332,768
1.340770518,103.6802802,769
1.342514135,103.6802495,770
1.345336482,103.6802939,771
1.34828063,103.6816467,772
1.350191116,103.6811063,773
1.351737161,103.6810227,774
1.27026639,103.6822511,775
1.318432395,103.6824861,776
1.32083709,103.68163865,777
1.324491269,103.6830319,778
1.326263312,103.6816516,779
1.327169793,103.6829451,780
1.3289169319999998,103.68234534999999,781
1.340357424,103.6817878,782
1.341432679,103.68243815,783
1.343200171,103.6826577,784
1.3459893964999998,103.6823483,785
1.347889389,103.68225525,786
1.34877755,103.6827838,787
1.350799391,103.6820818,788
1.353330696,103.682313,789
1.37279218,103.6829759,790
1.271674511,103.6831882,791
1.303245689,103.6843987,792
1.304662047,103.68407,793
1.3061906259999998,103.6840693,794
1.308543918,103.6836196,795
1.317874993,103.68342965,796
1.319150432,103.6843419,797
1.320227968,103.683551,798
1.323358981,103.6834342,799
1.325168487,103.68391170000001,800
1.3267533409999999,103.68344995000001,801
1.328508095,103.6834738,802
1.332749166,103.6838963,803
1.342014886,103.683283,804
1.343738341,103.6835724,805
1.3454536205,103.6838389,806
1.3470903490000001,103.6838593,807
1.3478659745,103.6834198,808
1.349725435,103.684368,809
1.353106921,103.6828654,810
1.256902125,103.6848767,811
1.299846119,103.685229,812
1.301568931,103.6850774,813
1.30345199,103.6849295,814
1.317748793,103.6846769,815
1.3245185565000002,103.68470005,816
1.325786651,103.6851426,817
1.3271773045,103.68493140000001,818
1.329076491,103.68469569999999,819
1.340470467,103.6852343,820
1.341220505,103.6852284,821
1.342821979,103.6848476,822
1.344259614,103.6854151,823
1.3463994585,103.68470400000001,824
1.3476584434999999,103.6850636,825
1.351272192,103.6849544,826
1.352514441,103.6854277,827
1.354276838,103.6856518,828
1.354757558,103.6846824,829
1.238792217,103.6858976,830
1.249476667,103.6862974,831
1.27258412,103.6861364,832
1.302237731,103.6861869,833
1.303077562,103.6857922,834
1.31721799,103.6871405,835
1.3187082554999998,103.6861887,836
1.320255279,103.6856267,837
1.3238873734999999,103.68628509999999,838
1.32527683,103.68626005,839
1.326735326,103.6861715,840
1.328730691,103.68613075,841
1.3394169685000001,103.68633545,842
1.3405269,103.68655075,843
1.341936784,103.68656275000001,844
1.345327437,103.6862268,845
1.3502559875,103.68652785,846
1.3513404045000001,103.68667275,847
1.3533039205000001,103.6869398,848
1.355574539,103.6862262,849
1.370595788,103.686991,850
1.300481592,103.6878835,851
1.302048677,103.6883195,852
1.307766498,103.6871792,853
1.312445429,103.6874489,854
1.316889709,103.687771,855
1.3179284034999998,103.68805705,856
1.321970093,103.6880684,857
1.323745457,103.6876733,858
1.3259171705,103.68787090000001,859
1.3271529795,103.68780964999999,860
1.332350268,103.6873903,861
1.33887271,103.68753995,862
1.3400606160000001,103.6878365,863
1.3412923735,103.68761995,864
1.3426097375000001,103.68814165,865
1.344833892,103.68736925,866
1.346088655,103.68815430000001,867
1.347688039,103.6872492,868
1.349383588,103.6877553,869
1.3508759929999998,103.68760979999999,870
1.352354064,103.6876685,871
1.3536644325,103.6877327,872
1.370746584,103.6881279,873
1.373646898,103.6872041,874
1.30264092,103.6890777,875
1.316031279,103.6897053,876
1.318770814,103.6891287,877
1.320045197,103.6883877,878
1.321660858,103.6892073,879
1.323656695,103.6891421,880
1.325371764,103.68924870000001,881
1.3267746310000001,103.68887115,882
1.3283010835,103.6890175,883
1.329952752,103.6889993,884
1.331271202,103.6895407,885
1.33906338,103.68938225,886
1.3407221965,103.6892086,887
1.3423521715,103.68923649999999,888
1.3435942980000002,103.6892923,889
1.345917049,103.68909450000001,890
1.3462402725,103.68878555,891
1.349104541,103.6893581,892
1.3515396530000001,103.68921995,893
1.3527705504999998,103.68885555,894
1.354282744,103.6894395,895
1.24278512,103.6899748,896
1.268128003,103.690811,897
1.290135388,103.690343,898
1.312182617,103.6898137,899
1.317302651,103.6908371,900
1.3194752985,103.69013824999999,901
1.321803981,103.6901184,902
1.3233911875,103.69065610000001,903
1.324379634,103.69027009999999,904
1.3259975105000001,103.69033110000001,905
1.3270486005,103.6903072,906
1.3289398015,103.6904512,907
1.3305500595000002,103.69035600000001,908
1.332233042,103.6904329,909
1.333243409,103.6908628,910
1.3369897955,103.69065895,911
1.338319926,103.6904187,912
1.3396779730000001,103.6904577,913
1.341207227,103.69022795000001,914
1.3429822645,103.6903484,915
1.344400843,103.69033585,916
1.364904008,103.6906297,917
1.300743168,103.6913059,918
1.303750272,103.6911393,919
1.311088108,103.6909557,920
1.312275477,103.6919088,921
1.315962681,103.6920497,922
1.317568729,103.69189825000001,923
1.3192439095,103.6917432,924
1.3201294195,103.6918299,925
1.321760669,103.6914161,926
1.32348025,103.6917216,927
1.325445717,103.69161299999999,928
1.3266830145,103.6917081,929
1.328296483,103.69173875,930
1.3297695205,103.69186005,931
1.3314750245,103.69164935,932
1.3328275635,103.69196600000001,933
1.334071349,103.69174555000001,934
1.3362287625,103.6916722,935
1.3375394360000001,103.691775,936
1.3390873234999998,103.69165215000001,937
1.3406311265,103.69174645,938
1.3421734715,103.69193665,939
